po_id,supplier_id,supplier_name,supplier_country,material_category,material_criticality,order_date,promised_delivery_date,quantity_ordered,unit_price_usd,order_value_usd,payment_terms,shipping_method,distance_km,supplier_lead_time_avg_days,supplier_otd_rate_historical_pct,supplier_active_pos_count,is_peak_season,actual_delivery_date,delay_days,goods_receipt_status,is_late
PO-2024-000066,SUP-032,Supplier Generic 32,India,Raw Material,High,2024-02-01,2024-02-26,1518,22.55,34230.9,Net 60,Sea,5483.9,19.2,90.1,4,0,2024-02-24,-2,Complete,0
PO-2024-000486,SUP-024,Supplier Generic 24,Thailand,Component,Medium,2024-11-02,2024-11-12,1059,97.78,103549.02,Net 60,Air,2268.2,11.9,99.0,3,1,2024-11-10,-2,Partial,0
PO-2024-002264,SUP-024,Supplier Generic 24,Thailand,Component,High,2024-08-13,2024-08-31,523,75.37,39418.51,Net 90,Sea,2257.7,11.9,99.0,6,0,2024-08-30,-1,Complete,0
PO-2024-000847,SUP-013,Bangkok Packaging Solutions,Germany,Component,Low,2024-08-25,2024-09-22,451,12.63,5696.13,Net 60,Sea,11055.4,21.0,53.4,10,0,2024-09-19,-3,Complete,0
PO-2024-001684,SUP-037,Supplier Generic 37,Indonesia,Component,Low,2024-04-21,2024-04-28,425,17.68,7514.0,Net 60,Courier,340.4,9.5,88.9,1,1,2024-04-26,-2,Complete,0
PO-2024-002067,SUP-039,Supplier Generic 39,Indonesia,MRO,Low,2024-03-16,2024-03-18,1885,25.31,47709.35,,Courier,365.0,2.9,79.9,7,1,2024-03-17,-1,Complete,0
PO-2024-001482,SUP-044,Supplier Generic 44,China,Raw Material,High,2024-02-17,2024-03-12,718,6.8,4882.4,Net 60,Sea,3034.5,18.9,,9,0,2024-03-23,11,Complete,1
PO-2024-001710,SUP-029,Supplier Generic 29,Indonesia,Component,Medium,2024-07-17,2024-07-30,1812,8.31,15057.72,Net 30,Land,327.2,8.5,40.0,5,0,2024-07-28,-2,Complete,0
PO-2024-001027,SUP-023,Supplier Generic 23,India,Component,Medium,2024-07-11,2024-08-04,640,42.68,27315.2,Net 30,Sea,4621.6,17.2,48.9,5,0,2024-08-02,-2,Complete,0
PO-2024-002232,SUP-025,Supplier Generic 25,South Korea,Raw Material,High,2024-01-14,2024-02-09,1636,8.1,13251.6,Net 30,Sea,5817.5,22.0,76.1,5,0,2024-02-06,-3,Complete,0
PO-2024-000482,SUP-050,Supplier Generic 50,Indonesia,Packaging,Low,2024-11-11,2024-11-13,4437,8.49,37670.13,Net 30,Courier,326.4,6.2,78.9,6,1,2024-11-13,0,Complete,0
PO-2024-001954,SUP-049,Supplier Generic 49,Japan,MRO,Medium,2024-04-30,2024-05-24,166,64.93,10778.38,Net 60,Sea,6284.3,20.2,40.0,5,1,2024-05-22,-2,Complete,0
PO-2024-002234,SUP-026,Supplier Generic 26,indonesia,Raw Material,High,2024-10-29,2024-11-02,2664,11.01,29330.64,Net 30,Land,320.8,2.0,83.4,3,0,2024-11-01,-1,Complete,0
PO-2024-002141,SUP-029,Supplier Generic 29,Indonesia,Raw Material,Low,2024-01-05,2024-01-14,277,14.59,4041.43,COD,Land,307.3,8.5,40.0,8,0,2024-01-14,0,Complete,0
PO-2024-000564,SUP-044,Supplier Generic 44,China,Raw Material,Medium,2024-05-05,2024-05-28,286,12.91,3692.26,COD,Sea,3873.8,18.9,76.0,7,0,2024-05-25,-3,Complete,0
PO-2024-000082,SUP-023,Supplier Generic 23, India ,Raw Material,Low,2024-05-28,2024-06-18,261,5.91,1542.51,Net 60,Sea ,4962.1,17.2,48.9,6,0,2024-06-19,1,Complete,1
PO-2024-000624,SUP-021,Supplier Generic 21,USA,Component,Medium,2024-07-04,2024-07-30,3025,13.68,41382.0,,Air,17830.7,27.5,76.2,5,0,2024-07-27,-3,Complete,0
PO-2024-000220,SUP-048,Supplier Generic 48,Indonesia,Packaging,High,2024-02-07,2024-02-13,985,17.62,17355.7,Net 60,Land,361.2,5.9,96.4,7,0,2024-02-13,0,Complete,0
PO-2024-001419,SUP-023,Supplier Generic 23,India,MRO,Medium,2024-11-08,2024-11-22,1124,6.1,6856.4,Net 30,Air,4893.2,17.2,48.9,7,1,2024-11-20,-2,Complete,0
PO-2024-000547,SUP-023,Supplier Generic 23,India,Component,Medium,2024-12-09,2024-12-31,1171,8.77,10269.67,Net 90,Sea,5003.9,17.2,48.9,10,1,2025-01-08,8,Complete,1
PO-2024-000621,SUP-032,Supplier Generic 32,India,MRO,Low,2024-06-30,2024-07-16,1595,3.52,5614.4,Net 30,Air,5029.0,19.2,90.1,1,0,2024-07-14,-2,Complete,0
PO-2024-000841,SUP-045,Supplier Generic 45,South Korea,MRO,Medium,2024-05-14,2024-06-03,751,27.53,20675.03,Net 60,Air,5140.0,22.5,72.4,3,0,2024-06-03,0,Partial,0
PO-2024-002345,SUP-013,Bangkok Packaging Solutions,Germany,Raw Material,Medium,2024-11-09,2024-12-04,1265,11.47,14509.55,Net 90,Sea,11598.3,21.0,53.4,8,1,2024-12-06,2,Complete,1
PO-2024-000603,SUP-023,Supplier Generic 23,India,Component,Low,2024-03-06,2024-03-21,12377,48.15,595952.55,Net 60,air,4280.3,17.2,48.9,6,1,2024-04-04,14,Complete,1
PO-2024-000286,SUP-037,Supplier Generic 37,Indonesia,Component,Low,2024-09-26,2024-10-02,1963,6.58,12916.54,Net 90,Courier ,346.7,9.5,88.9,5,0,2024-09-29,-3,Complete,0
PO-2024-001323,SUP-050,Supplier Generic 50, Indonesia ,Raw Material,Medium,2024-12-27,2025-01-07,1265,5.97,7552.05,Net 60,Land,367.6,6.2,78.9,2,1,2025-01-15,8,Complete,1
PO-2024-000829,SUP-012,Seoul Alloy Industries,Malaysia,Raw Material,Low,2024-06-27,2024-07-10,865,47.39,40992.35,Net 60,Sea,1709.5,6.8,96.6,5,0,2024-07-08,-2,Complete,0
PO-2024-000713,SUP-014,Chennai Steel Works,South Korea,Component,High,2024-08-25,2024-09-21,2684,17.45,46835.8,Net 30,Sea,5131.9,22.9,73.9,8,0,2024-09-18,-3,Complete,0
PO-2024-000907,SUP-047,Supplier Generic 47,China,Raw Material,High,2024-12-08,2024-12-17,335,13.48,4515.8,Net 60,Air,3258.9,11.1,49.4,4,1,2024-12-21,4,Complete,1
PO-2024-000298,SUP-016,PT Cahaya Logistik Industri,Indonesia,Component,Low,2024-12-25,2025-01-04,1963,9.51,18668.13,Net 60,Land,313.5,10.2,67.7,6,1,2025-01-07,3,Complete,1
PO-2024-001919,SUP-005,PT Anugerah Kemasan,Indonesia,MRO,High,2024-03-23,2024-03-25,1844,12.59,23215.96,Net 90,Courier,395.1,2.0,98.1,3,1,2024-03-25,0,Pending,0
PO-2024-001360,SUP-021,Supplier Generic 21,USA,Component,Low,2024-04-01,2024-04-28,822,8.13,6682.86,Net 60,Air,12966.1,27.5,76.2,6,1,2024-04-27,-1,Complete,0
PO-2024-002032,SUP-041,Supplier Generic 41,China,Packaging,Low,2024-06-04,2024-06-25,428,13.79,5902.12,Net 30,Sea,2367.5,18.1,43.3,14,0,2024-07-03,8,Complete,1
PO-2024-002449,SUP-007,Global Parts Co.,USA,Component,Low,2024-12-08,2025-01-11,1010,13.55,13685.5,COD,Sea,16578.5,30.2,59.5,6,1,2025-01-13,2,Complete,1
PO-2024-001317,SUP-005,PT Anugerah Kemasan,Indonesia,Component,Medium,2024-07-20,2024-07-22,441,6.75,2976.75,Net 60,Courier,355.5,2.0,98.1,3,0,2024-07-19,-3,Complete,0
PO-2024-001857,SUP-037,Supplier Generic 37,Indonesia,Raw Material,Medium,2024-03-02,2024-03-11,264,14.03,3703.92,Net 60,Courier,386.2,9.5,88.9,6,1,2024-03-08,-3,Complete,0
PO-2024-002478,SUP-010,Deutsche Praezisionsteile GmbH,China,Packaging,Medium,2024-10-27,2024-11-18,220,2.92,642.4,Net 30,Sea,2932.9,17.0,64.2,7,0,2024-11-23,5,Complete,1
PO-2024-000369,SUP-011,Tokyo Machining Corp,China,Raw Material,High,2024-06-06,2024-06-29,400,12.26,4904.0,Net 90,Sea,2785.8,17.8,67.1,6,0,2024-06-28,-1,Complete,0
PO-2024-000127,SUP-046,Supplier Generic 46,SOUTH KOREA,Raw Material,Medium,2024-03-19,2024-04-12,2288,6.66,15238.08,Net 30,Sea,5229.2,20.8,93.5,4,1,2024-04-19,7,Complete,1
PO-2024-002372,SUP-009,Hanoi Component Supply,Indonesia,Component,High,2024-12-25,2025-01-01,4221,16.99,71714.79,Net 90,Land,413.2,7.6,90.8,5,1,2024-12-30,-2,Complete,0
PO-2024-000195,SUP-039,Supplier Generic 39,Indonesia,Raw Material,Low,2024-12-22,2024-12-25,865,13.0,11245.0,Net 90,Land,317.2,2.9,79.9,7,1,2024-12-23,-2,Complete,0
PO-2024-001777,SUP-047,Supplier Generic 47,China,MRO,Low,2024-12-10,2024-12-23,755,11.35,8569.25,Net 30,Air,3527.7,11.1,49.4,8,1,2024-12-27,4,Complete,1
PO-2024-001682,SUP-015,KL Electronic Parts,China,Raw Material,Medium,2024-08-01,2024-08-21,1378,26.64,36709.92,COD,air,3657.6,19.7,79.7,3,0,2024-08-29,8,Complete,1
PO-2024-001295,SUP-025,Supplier Generic 25,South Korea,Raw Material,Medium,2024-12-27,2025-01-17,442129,14.37,15533.97,Net 60,Air,4758.3,22.0,76.1,5,1,2025-01-17,0,Complete,0
PO-2024-001129,SUP-038,Supplier Generic 38,China,Raw Material,Medium,2024-09-10,2024-10-02,2690,8.8,23672.0,Net 30,Sea,3700.1,19.9,70.2,10,0,2024-10-01,-1,Complete,0
PO-2024-001044,SUP-030,Supplier Generic 30,Japan,Raw Material,Low,2024-08-26,2024-09-15,382,11.71,4473.22,COD,Air,5960.2,22.3,78.3,3,0,2024-09-12,-3,Complete,0
PO-2024-001719,SUP-023,Supplier Generic 23,India,MRO,Medium,2024-10-05,2024-10-17,621,8.31,5160.51,Net 30,Air,4545.0,17.2,48.9,3,0,2024-10-14,-3,Complete,0
PO-2024-000209,SUP-013,Bangkok Packaging Solutions,Germany,Raw Material,Medium,2024-09-20,2024-10-17,351,6.28,2204.28,Net 30,Sea,11830.4,21.0,53.4,10,0,2024-10-20,3,Partial,1
PO-2024-002358,SUP-040,Supplier Generic 40,Japan,Component,Low,2024-08-13,2024-09-02,821,14.49,11896.29,Net 30,Sea,6634.1,17.0,67.4,5,0,2024-09-02,0,Complete,0
PO-2024-001211,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Raw Material,High,2024-10-03,2024-10-11,604,10.35,6251.4,COD,Land,326.2,6.3,51.1,9,0,2024-10-09,-2,Pending,0
PO-2024-000748,SUP-003,PT Baja Presisi Indonesia,Thailand,Component,Low,2024-09-30,2024-10-14,4374,4.81,21038.94,Net 60,Air,2343.0,14.9,78.5,9,0,2024-10-12,-2,Complete,0
PO-2024-000646,SUP-004,PT Karya Plastik Sejahtera,Japan,Component,High,2024-03-27,2024-04-18,462,9.32,4305.84,Net 30,Sea,5821.3,18.9,59.3,8,1,2024-04-18,0,Complete,0
PO-2024-001256,SUP-047,Supplier Generic 47,China,Raw Material,Low,2024-04-03,2024-04-12,435,32.84,14285.4,Net 90,Air,3410.5,11.1,49.4,6,1,2024-04-10,-2,Complete,0
PO-2024-001939,SUP-043,Supplier Generic 43,Japan,Packaging,Low,2024-08-15,2024-09-01,165,47.15,7779.75,Net 60,Air,5226.7,18.0,63.2,6,0,2024-08-31,-1,Complete,0
PO-2024-000725,SUP-039,Supplier Generic 39,Indonesia,Raw Material,Medium,2024-12-06,2024-12-08,248,15.89,3940.72,Net 90,Land,328.2,2.9,79.9,4,1,2024-12-15,7,Complete,1
PO-2024-002079,SUP-004,PT Karya Plastik Sejahtera,Japan,Component,Low,2024-09-20,2024-10-15,1496,5.5,8228.0,COD,Sea,5388.7,18.9,,7,0,2024-10-12,-3,Complete,0
PO-2024-002098,SUP-049,Supplier Generic 49,Japan,Raw Material,Low,2024-10-26,2024-11-22,686,38.33,26294.38,Net 60,Sea,6535.0,20.2,40.0,8,0,2024-12-02,10,Complete,1
PO-2024-000640,SUP-025,Supplier Generic 25,South Korea,Component,Medium,2024-08-27,2024-09-23,158,4.83,763.14,Net 30,Sea,5431.1,22.0,76.1,8,0,2024-09-21,-2,Pending,0
PO-2024-000830,SUP-030,Supplier Generic 30,Japan,MRO,Low,2024-04-25,2024-05-16,1008,6.02,6068.16,Net 90,Air,5879.4,22.3,78.3,4,1,2024-05-14,-2,Complete,0
PO-2024-001507,SUP-002,PT Mitra Komponen Nusantara,China,Raw Material,Medium,2024-09-14,2024-10-07,212,27.89,5912.68,Net 60,Sea,3529.3,18.5,59.4,10,0,2024-10-04,-3,Complete,0
PO-2024-002308,SUP-010,Deutsche Praezisionsteile GmbH,China,Packaging,Low,2024-06-10,2024-07-01,762,13.96,10637.52,COD,Sea,3208.8,17.0,64.2,8,0,2024-06-28,-3,Complete,0
PO-2024-000556,SUP-006,PT Sumber Teknik Mandiri,India,Raw Material,Low,2024-10-09,2024-11-02,768,16.12,12380.16,Net 30,Sea,4089.3,18.0,87.2,5,0,2024-11-01,-1,Complete,0
PO-2024-000125,SUP-015,KL Electronic Parts,China,Component,Low,2024-07-06,2024-07-31,316,4.12,1301.92,Net 30,Sea,3088.5,19.7,79.7,3,0,2024-07-30,-1,Complete,0
PO-2024-001708,SUP-042,Supplier Generic 42,South Korea,Packaging,Low,2024-05-04,2024-05-26,433,3.79,1641.07,Net 30,Sea,5046.4,15.4,64.2,11,0,2024-05-25,-1,Complete,0
PO-2024-001730,SUP-045,Supplier Generic 45,South Korea,MRO,Medium,2024-02-27,2024-03-28,505,39.42,19907.1,Net 60,Sea,5090.5,22.5,72.4,4,0,2024-03-28,0,Complete,0
PO-2024-000878,SUP-001,PT Sinar Logam Jaya,South Korea,Packaging,Medium,2024-05-29,2024-06-22,6398,11.76,75240.48,Net 30,Sea,5252.5,18.3,85.9,4,0,2024-06-20,-2,Complete,0
PO-2024-000560,SUP-036,Supplier Generic 36,Indonesia,Component,Medium,2024-11-26,2024-11-30,247,41.37,10218.39,Net 30,Land,309.4,3.4,40.0,8,1,2024-12-05,5,Complete,1
PO-2024-001816,SUP-041,Supplier Generic 41,China,Raw Material,Low,2024-11-28,2024-12-14,3572,3.5,12502.0,Net 60,Air,3492.5,18.1,43.3,12,1,2024-12-16,2,Complete,1
PO-2024-002136,SUP-020,PT Wijaya Sparepart Utama,Germany,MRO,Medium,2024-02-25,2024-03-14,582,4.63,2694.66,Net 30,Air,10604.7,23.3,57.9,3,0,2024-03-24,10,Complete,1
PO-2024-000997,SUP-044,Supplier Generic 44,China,Raw Material,Low,2024-07-08,2024-07-27,1098,5.74,6302.52,Net 30,Air,3256.7,18.9,76.0,5,0,2024-07-26,-1,Complete,0
PO-2024-002395,SUP-027,Supplier Generic 27,China,Raw Material,Low,2024-01-10,2024-01-29,296,4.33,1281.68,Net 90,Air,2517.5,20.3,50.7,15,0,2024-01-26,-3,Partial,0
PO-2024-002016,SUP-027,Supplier Generic 27,China,MRO,Low,2024-10-14,2024-11-09,686,2.22,1522.92,,Sea ,2668.7,20.3,50.7,9,0,2024-11-15,6,Complete,1
PO-2024-001542,SUP-033,Supplier Generic 33,China,Raw Material,Medium,2024-12-09,2024-12-25,320,17.25,5520.0,Net 60,Sea,3781.5,13.3,81.7,2,1,2024-12-22,-3,Complete,0
PO-2024-001205,SUP-020,PT Wijaya Sparepart Utama,Germany,Packaging,High,2024-10-25,2024-11-20,3637,5.37,19530.69,Net 90,Sea,10742.4,23.3,57.9,5,0,2024-11-17,-3,Complete,0
PO-2024-002402,SUP-033,Supplier Generic 33,China,Component,Medium,2024-07-28,2024-08-13,295,5.81,1713.95,COD,Sea,3058.9,13.3,81.7,6,0,2024-08-13,0,Complete,0
PO-2024-001759,SUP-006,PT Sumber Teknik Mandiri,India,Raw Material,Low,2024-03-14,2024-03-27,228,15.13,3449.64,Net 60,Air,4750.1,18.0,87.2,6,1,2024-03-26,-1,Complete,0
PO-2024-001288,SUP-023,Supplier Generic 23,India,Raw Material,Low,2024-07-13,2024-08-04,713,10.54,7515.02,COD,Sea,5271.5,17.2,48.9,5,0,2024-08-04,0,Complete,0
PO-2024-002457,SUP-022,Supplier Generic 22,China,Raw Material,Medium,2024-02-22,2024-03-08,247,6.18,1526.46,Net 60,Air,3426.1,17.1,99.0,5,0,2024-03-06,-2,Complete,0
PO-2024-001993,SUP-037,Supplier Generic 37,Indonesia,MRO,Low,2024-01-25,2024-02-04,3405,16.82,57272.1,Net 60,Courier,344.9,9.5,88.9,7,0,2024-02-02,-2,Complete,0
PO-2024-001930,SUP-001,PT Sinar Logam Jaya,South Korea,Raw Material,Low,2024-10-28,2024-11-15,417,24.09,10045.53,COD,Air,3975.4,18.3,85.9,5,0,2024-11-13,-2,Complete,0
PO-2024-001413,SUP-004,PT Karya Plastik Sejahtera,Japan,MRO,Medium,2024-12-26,2025-01-20,341,17.1,5831.1,Net 30,Sea,6733.2,18.9,59.3,9,1,2025-01-19,-1,Complete,0
PO-2024-002174,SUP-010,Deutsche Praezisionsteile GmbH,China,Raw Material,Low,2024-03-10,2024-03-26,593,8.68,5147.24,Net 60,Air,3213.9,17.0,64.2,3,1,2024-03-25,-1,Complete,0
PO-2024-002318,SUP-006,PT Sumber Teknik Mandiri,india,Packaging,Low,2024-02-11,2024-03-04,224,6.31,1413.44,Net 30,Sea,4200.3,18.0,87.2,5,0,2024-03-02,-2,Complete,0
PO-2024-000454,SUP-046,Supplier Generic 46,South Korea,Component,Medium,2024-12-20,2025-01-15,233,6.69,1558.77,Net 30,Sea,5206.9,20.8,93.5,1,1,2025-01-29,14,Complete,1
PO-2024-002155,SUP-015,KL Electronic Parts,china,Packaging,High,2024-10-10,2024-11-05,364,5.76,2096.64,Net 60,Sea,3383.0,19.7,79.7,6,0,2024-11-04,-1,Complete,0
PO-2024-000426,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Raw Material,Medium,2024-05-23,2024-06-13,12824,7.17,91948.08,Net 30,Sea,2062.1,19.5,65.3,8,0,2024-06-12,-1,Complete,0
PO-2024-000775,SUP-014,Chennai Steel Works,South Korea,Component,Medium,2024-05-05,2024-05-22,713,10.78,7686.14,Net 60,Air,5069.8,22.9,73.9,4,0,2024-05-21,-1,Complete,0
PO-2024-002250,SUP-030,Supplier Generic 30,Japan,Raw Material,Medium,2024-03-24,2024-04-13,93,2.03,188.79,Net 30,Air,5663.5,22.3,78.3,6,1,2024-04-11,-2,Complete,0
PO-2024-001986,SUP-040,Supplier Generic 40,Japan,Raw Material,High,2024-12-05,2024-12-26,54,5.27,284.58,COD,Sea,6137.0,17.0,67.4,4,1,2025-01-08,13,Complete,1
PO-2024-000443,SUP-020,PT Wijaya Sparepart Utama,Germany,MRO,Low,2024-10-03,2024-10-20,681,30.44,20729.64,Net 60,Air,10631.5,23.3,57.9,6,0,2024-10-18,-2,Complete,0
PO-2024-001677,SUP-031,Supplier Generic 31,USA,Packaging,Low,2024-10-12,2024-11-07,1908,35.6,67924.8,Net 30,Air,17445.7,30.5,89.8,1,0,2024-11-06,-1,Complete,0
PO-2024-000986,SUP-009,Hanoi Component Supply,Indonesia,Packaging,Medium,2024-08-06,2024-08-11,586,25.53,14960.58,Net 90,Land,412.6,7.6,90.8,3,0,2024-08-18,7,Complete,1
PO-2024-000809,SUP-031,Supplier Generic 31,USA,Component,High,2024-12-25,2025-01-21,1417,29.67,42042.39,COD,Air,15617.6,30.5,89.8,7,1,2025-01-20,-1,Complete,0
PO-2024-001218,SUP-048,Supplier Generic 48,Indonesia,Component,High,2024-06-22,2024-06-28,225,3.2,720.0,Net 30,Courier,353.4,5.9,96.4,3,0,2024-06-28,0,Complete,0
PO-2024-000271,SUP-031,Supplier Generic 31,USA,Component,Low,2024-04-22,2024-05-31,536,7.18,3848.48,Net 30,Sea,15453.6,30.5,89.8,8,1,2024-06-12,12,Complete,1
PO-2024-001144,SUP-037,Supplier Generic 37,Indonesia,Raw Material,Low,2024-05-09,2024-05-17,594,8.41,4995.54,COD,Courier,334.4,9.5,88.9,2,0,2024-05-14,-3,Complete,0
PO-2024-001562,SUP-003,PT Baja Presisi Indonesia,Thailand,Component,Low,2024-03-26,2024-04-17,561,8.84,4959.24,Net 60,Sea,2200.0,14.9,78.5,4,1,2024-04-14,-3,Complete,0
PO-2024-001622,SUP-041,Supplier Generic 41,China,Packaging,Medium,2024-10-20,2024-11-02,1295,27.68,35845.6,Net 60,Air,3177.5,18.1,43.3,10,0,2024-10-31,-2,Complete,0
PO-2024-001931,SUP-029,Supplier Generic 29,Indonesia,Raw Material,High,2024-07-30,2024-08-06,621,30.82,19139.22,Net 30,Land,326.7,8.5,40.0,6,0,2024-08-05,-1,Complete,0
PO-2024-001826,SUP-049,Supplier Generic 49,Japan,Packaging,High,2024-10-29,2024-11-21,64,8.94,572.16,Net 90,Sea,5404.2,20.2,40.0,3,0,2024-11-25,4,Complete,1
PO-2024-001250,SUP-038,Supplier Generic 38,China,Component,Low,2024-07-05,2024-07-30,1748,,,Net 90,Sea,3527.4,19.9,70.2,6,0,2024-07-27,-3,Complete,0
PO-2024-000894,SUP-007,Global Parts Co.,USA,Packaging,Low,2024-07-16,2024-08-10,817,11.35,9272.95,COD,Air,16253.2,30.2,59.5,7,0,2024-08-16,6,Complete,1
PO-2024-000709,SUP-013,Bangkok Packaging Solutions,Germany,Packaging,Low,2024-10-12,2024-10-29,963,6.1,5874.3,Net 60,Air,10924.2,21.0,53.4,6,0,2024-10-26,-3,Complete,0
PO-2024-000680,SUP-030,Supplier Generic 30,Japan,MRO,Medium,2024-06-03,2024-06-30,115,3.82,439.3,Net 60,Sea,6111.4,22.3,78.3,3,0,2024-06-29,-1,Complete,0
PO-2024-000983,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Component,Low,2024-06-07,2024-06-15,1539,,,,Land,371.5,6.3,51.1,5,0,2024-06-12,-3,Complete,0
PO-2024-002015,SUP-049,Supplier Generic 49,Japan,Raw Material,Medium,2024-08-09,2024-09-05,1109,26.36,29233.24,Net 30,Sea,6095.6,20.2,40.0,6,0,2024-09-02,-3,Complete,0
PO-2024-001961,SUP-049,Supplier Generic 49,Japan,Component,High,2024-01-17,2024-02-02,702,19.29,13541.58,Net 60,Air,6066.6,20.2,40.0,11,0,2024-02-01,-1,Complete,0
PO-2024-001484,SUP-009,Hanoi Component Supply,Indonesia,MRO,Low,2024-06-18,2024-06-24,1014,30.89,31322.46,Net 60,Courier,396.3,7.6,90.8,7,0,2024-06-22,-2,Complete,0
PO-2024-001895,SUP-049,Supplier Generic 49,Japan,Packaging,Medium,2024-03-13,2024-04-09,274,22.81,6249.94,Net 30,Sea,5461.0,20.2,40.0,14,1,2024-04-06,-3,Complete,0
PO-2024-001750,SUP-010,Deutsche Praezisionsteile GmbH,China,Packaging,Low,2024-03-25,2024-04-06,260,9.6,2496.0,Net 90,Air,3344.3,17.0,64.2,7,1,2024-04-04,-2,Complete,0
PO-2024-000055,SUP-033,Supplier Generic 33,China,MRO,High,2024-01-29,2024-02-11,454,2.27,1030.58,Net 60,Air,3468.7,13.3,81.7,10,0,2024-02-16,5,Complete,1
PO-2024-001819,SUP-041,Supplier Generic 41,China,Raw Material,Low,2024-07-05,2024-07-27,497,18.99,9438.03,Net 90,Sea,3056.6,18.1,43.3,12,0,2024-07-28,1,Complete,1
PO-2024-000193,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Component,Low,2024-08-08,2024-09-04,6713,5.71,38331.23,Net 30,Sea,4668.5,24.2,59.8,3,0,2024-09-18,14,Complete,1
PO-2024-000341,SUP-023,Supplier Generic 23,India,Raw Material,High,2024-07-15,2024-08-08,2273,7.91,17979.43,Net 30,sea,4879.2,17.2,48.9,5,0,2024-08-12,4,Complete,1
PO-2024-000554,SUP-003,PT Baja Presisi Indonesia,Thailand,Raw Material,Low,2024-10-29,2024-11-23,460,11.38,5234.8,COD,Sea,1879.3,14.9,78.5,3,0,2024-11-21,-2,Complete,0
PO-2024-000166,SUP-043,Supplier Generic 43,Japan,Raw Material,Medium,2024-03-14,2024-04-05,956,22.32,21337.92,Net 30,Sea,6303.8,18.0,63.2,5,1,2024-04-04,-1,Complete,0
PO-2024-001981,SUP-007,Global Parts Co.,USA,Packaging,High,2024-11-15,2024-12-22,194,6.77,1313.38,Net 30,Sea,14637.4,30.2,59.5,5,1,2024-12-22,0,Complete,0
PO-2024-000076,SUP-023,Supplier Generic 23,India,Packaging,Low,2024-03-01,2024-03-18,3294,17.08,56261.52,Net 90,Air,5363.0,17.2,48.9,6,1,2024-03-24,6,Complete,1
PO-2024-001265,SUP-033,Supplier Generic 33,China,Raw Material,Medium,2024-09-15,2024-10-02,292,22.49,6567.08,Net 60,Sea,3229.7,13.3,81.7,5,0,2024-10-04,2,Complete,1
PO-2024-000131,SUP-008,Shenzhen Precision Metals,South Korea,Component,Medium,2024-07-25,2024-08-05,7214,11.55,83321.7,Net 30,Air,4988.0,14.4,61.0,13,0,2024-08-07,2,Complete,1
PO-2024-002209,SUP-022,Supplier Generic 22,China,Component,Low,2024-05-31,2024-06-20,420,8.69,3649.8,Net 30,Sea,3452.4,17.1,99.0,7,0,2024-06-19,-1,Complete,0
PO-2024-002012,SUP-003,PT Baja Presisi Indonesia,Thailand,Component,Medium,2024-10-18,2024-10-27,135,83.31,11246.85,Net 30,Air,2193.0,14.9,78.5,7,0,2024-10-26,-1,Complete,0
PO-2024-001125,SUP-022,Supplier Generic 22,china,MRO,Low,2024-10-01,2024-10-26,139,22.56,3135.84,Net 90,Sea,3241.5,17.1,99.0,2,0,2024-10-23,-3,Complete,0
PO-2024-001178,SUP-036,Supplier Generic 36,Indonesia,Packaging,Medium,2024-04-24,2024-04-29,198,7.76,1536.48,Net 90,Land,362.2,3.4,40.0,9,1,2024-05-13,14,Complete,1
PO-2024-001973,SUP-032,Supplier Generic 32,india,Raw Material,Medium,2024-08-11,2024-09-05,196,68.86,13496.56,Net 90,Sea,5580.1,19.2,90.1,9,0,2024-09-12,7,Complete,1
PO-2024-000094,SUP-050,Supplier Generic 50,Indonesia,MRO,Low,2024-07-10,2024-07-16,407,16.71,6800.97,Net 60,Land,253.8,6.2,,5,0,2024-07-17,1,Complete,1
PO-2024-001074,SUP-038,Supplier Generic 38,China,Component,Medium,2024-08-29,2024-09-27,65,23.36,1518.4,Net 90,Sea,3840.8,19.9,70.2,6,0,2024-10-02,5,Complete,1
PO-2024-000256,SUP-021,Supplier Generic 21,USA,MRO,Low,2024-03-07,2024-03-31,819,22.4,18345.6,COD,Air,15538.3,27.5,76.2,8,1,2024-03-30,-1,Complete,0
PO-2024-002379,SUP-046,Supplier Generic 46,South Korea,Packaging,High,2024-09-20,2024-10-20,1123,58.41,65594.43,Net 60,Sea,5103.3,20.8,93.5,8,0,2024-10-20,0,Complete,0
PO-2024-001550,SUP-005,PT Anugerah Kemasan,INDONESIA,MRO,High,2024-05-29,2024-06-02,1776,17.73,31488.48,Net 60,Courier,394.8,2.0,98.1,9,0,2024-05-31,-2,Complete,0
PO-2024-002451,SUP-038,Supplier Generic 38,China,Raw Material,Low,2024-03-04,2024-03-19,805,10.37,8347.85,Net 30,air,3712.0,19.9,70.2,3,1,2024-03-17,-2,Complete,0
PO-2024-000561,SUP-033,Supplier Generic 33,CHINA,Component,Low,2024-06-06,2024-06-17,806,4.09,3296.54,Net 30,Air,3108.5,13.3,81.7,7,0,2024-06-14,-3,Complete,0
PO-2024-001147,SUP-043,Supplier Generic 43,Japan,Packaging,Medium,2024-10-04,2024-10-26,2028,19.26,39059.28,Net 60,Sea,7187.1,18.0,63.2,6,0,2024-10-26,0,Complete,0
